0068 7a36fe0000-7a36fe1000 rw-p [anon:.bss] size=4096
0069 7a36fe1000-7a36fe7000 rw-p /data/app/~~ijH4u6xWQUI5QD1pMdtdsg==/com.moutai.mall-3XzH1chtKcKYO0mGTiWweQ==/oat/arm64/base.vdex size=24576
0070 7a36fe7000-7a36fe8000 r--p /data/app/~~ijH4u6xWQUI5QD1pMdtdsg==/com.moutai.mall-3XzH1chtKcKYO0mGTiWweQ==/oat/arm64/base.odex size=4096
0071 7a36fe8000-7a36fe9000 rw-p /data/app/~~ijH4u6xWQUI5QD1pMdtdsg==/com.moutai.mall-3XzH1chtKcKYO0mGTiWweQ==/oat/arm64/base.odex size=4096
0072 7a370ed000-7a370ef000 rw-p [anon:.bss] size=8192
0073 7a372a0000-7a3739b000 rw-p [anon:stack_and_tls:25118] size=1028096
0074 7a3739e000-7a37499000 rw-p [anon:stack_and_tls:25117] size=1028096
0075 7a3749c000-7a375a3000 rw-p [anon:stack_and_tls:25116] size=1077248
0076 7a375a6000-7a376ad000 rw-p [anon:stack_and_tls:25115] size=1077248
0077 7a376b0000-7a377b7000 rw-p [anon:stack_and_tls:25114] size=1077248
0078 7a377ba000-7a378c1000 rw-p [anon:stack_and_tls:25113] size=1077248
0079 7a378c4000-7a379c7000 rw-p [anon:stack_and_tls:25112] size=1060864
0080 7a37ac8000-7a37bc3000 rw-p [anon:stack_and_tls:25111] size=1028096
0081 7a37bc6000-7a37cc1000 rw-p [anon:stack_and_tls:25110] size=1028096
0082 7a37f8e000-7a37f90000 rw-p  size=8192
0083 7a39fc2000-7a39fc4000 rw-p  size=8192
0084 7a3a7cb000-7a3abcb000 rw-p [anon:libc_malloc] size=4194304
0085 7a3abcc000-7a3acc8000 rw-p [anon:stack_and_tls:25136] size=1032192
0086 7a3acc9000-7a3ad09000 rw-p [anon:dalvik-LinearAlloc] size=262144
0087 7a3ad29000-7a3ad69000 rw-p [anon:dalvik-LinearAlloc] size=262144
0088 7a3b617000-7a3b61f000 rw-p [anon:.bss] size=32768
0089 7a3b644000-7a3b684000 rw-p [anon:dalvik-LinearAlloc] size=262144
0090 7a3b6ba000-7a3b6fa000 rw-p [anon:dalvik-LinearAlloc] size=262144
0091 7a3b71d000-7a3b800000 rw-p [anon:dalvik-allocspace size=929792
0092 7a3bfa8000-7a3bfae000 rw-p [anon:.bss] size=24576
0093 7a3bfc0000-7a3c000000 rw-p [anon:dalvik-LinearAlloc] size=262144
0094 7a416bb000-7a416db000 rw-p [anon:dalvik-LinearAlloc] size=131072
0095 7a416db000-7a41704000 rw-p [anon:dalvik-CompilerMetadata] size=167936
0096 7a4172d000-7a4174d000 rw-p [anon:dalvik-CompilerMetadata] size=131072
0097 7a41768000-7a417a8000 rw-p [anon:dalvik-CompilerMetadata] size=262144
0098 7a417b2000-7a417d2000 rw-p [anon:dalvik-CompilerMetadata] size=131072
0099 7a417e0000-7a41800000 rw-p [anon:dalvik-CompilerMetadata] size=131072
0100 7a43c12000-7a43c52000 rw-p [anon:dalvik-CompilerMetadata] size=262144
0101 7a43c63000-7a43c64000 rw-p [anon:.bss] size=4096
0102 7a43cbc000-7a43cdc000 rw-p [anon:dalvik-CompilerMetadata] size=131072
0103 7a43cef000-7a43d0f000 rw-p [anon:dalvik-CompilerMetadata] size=131072
0104 7a43d8a000-7a43daa000 rw-p [anon:dalvik-CompilerMetadata] size=131072
0105 7a43e1a000-7a43e3a000 rw-p [anon:dalvik-LinearAlloc] size=131072
0106 7a43f75000-7a43f76000 rw-p [anon:.bss] size=4096
0107 7a43fa1000-7a43fc1000 rw-p [anon:dalvik-LinearAlloc] size=131072
0108 7a45c08000-7a45c48000 rw-p [anon:dalvik-LinearAlloc] size=262144
0109 7a45c6b000-7a45c8b000 rw-p [anon:dalvik-LinearAlloc] size=131072
0110 7a45db7000-7a45db8000 rw-p [anon:.bss] size=4096
0111 7a45de0000-7a45e00000 rw-p [anon:dalvik-LinearAlloc] size=131072
0112 7a4740e000-7a4744e000 rw-p [anon:dalvik-LinearAlloc] size=262144
0113 7a474b6000-7a474b7000 rw-p [anon:.bss] size=4096
0114 7a476b2000-7a47932000 rw-p [anon:libc_malloc] size=2621440
0115 7a479cb000-7a47b5b000 rw-p [anon:dalvik-indirect size=1638400
